City,State,2009,2010,2011,2012,2013,2014,2015,2016,2017
Liberty, NY,75275512.38,74194299.21,75402566.55,77215553.91,79673777.67,81119811.79,84217734.36,92019239.86,97912249.2
Liberty, TX,34748803.22,33738746.76,32978271.4,32620007.98,32213922.58,32242942.11,31136538.78,29355482.02,25910470.49
Ligonier, IN,22959194.09,22169292.62,22416565.14,22688631.89,23457212.01,23636854.78,23391782.42,22526551.67,20965396.1
Ligonier, PA,50784080.55,49334246.69,46089158.82,43457630.18,40401600.26,38050253.52,35109476.05,32199286.76,28270160.31
Lihue, HI,0,0,0,0,0,0,0,0,0
Lillington, NC,37280853.17,40608652.98,41684218.64,40883554.53,41137864.3,41788552.73,41881544.49,40563536.05,36583445.45
Lima, OH,415536273.5,413893270.3,407847260.1,415178046.6,414476969.2,434941348.2,441284220.6,456233567.6,451266897.6
Lincoln, IL,134168555.1,146083243.3,154313478.9,165949184.4,178953020.5,179567213,175424055.8,162332337.8,142703788.7
Lincoln, ND,2133914.317,2311471.178,2549604.529,2742952.826,2832571.641,2762924.076,2661824.844,2533692.367,2396518.648
Lincoln, NE,1011050636,1045140477,1047535759,1038125497,1039494459,1051438776,1079024901,1168536612,1237363511
Lincoln City, OR,78919359.54,80782163.71,80825480.47,82479283.14,82412796.64,82050591.13,79272319.24,75663068.97,64415806.92
Lincolnton, NC,114261579,136218874.5,160997760.6,175391014.6,190112462.5,199595624.1,204461988.5,206791574.6,199786755.8
Lindale--Hideaway, TX,221846370,225252799.2,229812913.5,236877650.5,241199617.7,243290042.1,234193336,219295796.3,191289838.9
Lindsay, CA,36464560.36,36377196.6,36242140.26,36740136.11,36426738.33,36440648.94,34935869.05,32999272.29,29100525.98
Lindsay, OK,12287130.81,12807238.14,13270398.69,14272483.79,14486833.49,14404538.64,13642738.53,12781037.27,10857587.05
Lindsborg, KS,9364530.292,9354287.954,9243131.107,9781691.85,10379278.38,10350991.35,10055466.33,9653372.766,8457201.986
Lindstrom--Chisago City, MN,41456536.44,40296007.31,38331951.51,37326433.75,36243377.62,35256622.23,34196740.13,33676049.27,31600654.5
Linton, IN,24381924.98,24203085.07,26194301.64,28647278.91,31421218.41,32136942.98,31411022.25,28879004.99,24881472.25
Lisbon, OH,65990965.02,66448072.14,65021481.8,64710170.43,62146647.94,61586543.59,57675147.25,53496155.81,45896521.19
Litchfield, CT,11250862.29,11392741.26,11307273.64,11281333.6,11299368.22,10881820.8,10204735.03,9474467.374,8146619.334
Litchfield, IL,87815019.72,94862932.36,97735423.67,103017087.9,109312866.4,110497940.8,111395554.9,110029219.5,108011914.1
Litchfield, MN,32391083.83,32916553.86,32379448.72,33620972.12,34910550.56,35683292.4,36123426.11,36778941.15,35779576.53
Little Falls, MN,114681290.4,116851731.8,101168074.1,90399671.24,100197810.3,120168521.1,143752986.4,163132661.9,168191897.1
Little Falls, NY,68295936.45,72850296.2,76011629.66,79419770.76,82002470.53,80156022.9,75329232.95,68447636.98,55747251.72
Little Rock, AR,3357637993,3381283171,3245547324,3158355301,3216392872,3290869139,3461364036,3778917618,4297423061
Littlefield, TX,71428453.52,71186432.54,70847604.5,74721375.74,80409662.49,88496700.41,92923741.44,92427258.55,84877750.28
Littlestown, PA,13237144.16,15195805.09,17406941,19037354.53,19713972.32,19505652.29,18024714.92,15775898.49,12594907.29
Littleton, NH,81725317.73,82983453.81,83279590.08,85149751.87,88327083.66,86737599,87611082.97,88847449.94,81251441.11
Live Oak, FL,89875465.45,92547784.11,96156059.37,99866044.77,101663387.3,102980095.8,99943546.13,93940630.61,83891600.37
Live Oak (Sutter County), CA,33047245.65,35438462.99,36868811.31,37066856.07,36006500.77,35597255.44,33076557.66,29583819.76,24172743.64
Livermore, CA,401291805.5,403271591.6,446144160.4,479854592.8,493802094.6,493274853.9,464242373.1,432189535.3,384697061.7
Livermore Falls, ME,18869922.43,19381510.64,18620172.95,17686419.99,17620454.78,17092053.2,16866185.83,16230858.16,14425303.17
Livingston, MT,130220215.1,143526696.1,149984748.1,154626769.7,159153262,159581803.5,162563142.6,163915931.8,167727261.1
Livingston, TN,16312365.89,17459115.01,13079139.65,9767503.433,9165981.111,8735973.421,8189199.058,7467164.672,6462206.412
Livingston, TX,185873028.8,184355613,184539878.5,194409235.7,198868455.3,190995473.2,172108357.6,148542422.7,116624267.1
Livonia, LA,206080299,218606842.2,230028154.8,244145207.2,267588380.7,267565481.5,261611885.9,242283718.9,212171791.3
Llano, TX,43740411.94,42812154.45,41060292.01,41129994.45,41301410.74,41065852.14,38679193.03,34909752.65,29004667
Lochbuie, CO,88166466.21,97359069.27,108222924.9,118994982.7,128977503.5,134175335.5,135465947.7,137610434.7,132933673.3
Lock Haven, PA,138097095.3,150338127.8,161360882.5,170961806.7,176553689.5,179286932.3,174199826.3,164225099.6,145368021.7
Lockhart, TX,35621656.34,38348720.28,43852435.71,51552291.84,58665548.65,62242477.49,61219372.45,56629827.46,47091113.83
Lockport, NY,64673954.35,62208725.68,55072013.29,53001305.37,51807448.77,50597260.45,50077661.84,50649431.59,48568783.87
Locust, NC,43291444.1,46109330.68,47040530.46,47311206.27,48829557.27,50117976.62,50636236.86,49744421.13,45822322.19
Lodi, CA,280910394,280828901.3,267785528.3,262452464.3,259056951.3,273582966.7,284842378.5,301489778.1,307780922
Lodi, OH,55126835.8,59734580.88,63839798.39,65903518.59,64550255.42,64541902.11,60100812.06,54952215.84,45962091.51
Lodi, WI,57290427.15,57646636.66,54990610.49,54276656.12,52675159.53,51111318.28,48238496.71,45078636.38,38959520.38
Logan, OH,78088820.36,83434963.62,84251028.6,83956788.32,81714158.47,84417207.01,84360509.39,87348523.42,88682882.84
Logan, UT,241972938.5,247614458.9,251910281,255034316,256559521.5,252131695.6,244852700,241048220.6,226325423.2
Logan, WV,137794877,127990755.8,119631742.3,116323239.8,106549865.5,105356929.2,97696792.74,93130829.53,79550970.06
Logansport, IN,102666007.2,93777923.15,92083714.92,97472035.65,105852250.8,109455055.4,111018876.4,109359634.3,105275375.3
Lolo, MT,9812480.217,10181154.64,10111354.04,9924871.852,9727932.755,9178672.444,8712433.303,8102155.563,7570086.994
Lompoc, CA,136968319.8,141348463,154937896.5,157895677.9,152846111.3,146040127.7,129754541.3,110546420.6,86063226.16
London, OH,71783348.26,73493841.7,75029083.98,77380155.1,77480924.97,79636115.76,77020853.88,72937321.83,63263950.99
London--Corbin, KY,652130519.1,668862545,652667805.2,641720942.4,659804801.3,673802815.1,693042574.5,705421982.6,715357671.8
Long Beach, MD,70101352.37,71052245.21,53116580.02,32149096.86,19172126.63,13695400.39,9678267.199,7041438.011,5201125.948
Long Neck, DE,22029920.15,26106561.76,30909582.72,34365603.38,33975492.46,39466585.76,40667059.2,40873540.35,39410850.59
Long Prairie, MN,15484578.58,15933986.62,11976417.93,9051661.746,7689023.704,7280973.798,7037320.413,7048168.026,6906628.697
Longmont, CO,313614790.8,334690096,353166414.5,371250014.8,389034063.8,401717819.9,410037950.2,429867543.7,434035052
Longview, TX,791320255.6,813614726,829336696.3,853239862.2,865120441.7,868725125.4,834811006,784781737.1,691640206.1
Longview, WA,416261417.6,414196923.1,407698076.1,414023234.5,415167413.8,425182813.9,431499061.5,441934274.9,448172217.6
Lonoke, AR,59758018.61,62041467.69,63000666.61,62900050.05,63758631.3,62456985.07,60419086.18,58138613.38,55811797.55
Lonsdale, MN,64684279.59,67580625.59,70729307.87,72885181.91,73487760.72,72282623.41,69526416.61,66697120.98,59901724.52
Loogootee, IN,27923574.93,31655442.31,27486049.48,18280055.08,13847673.56,11891108.2,10423682.75,9103828.825,7694004.114
Lorain--Elyria, OH,947202856.5,962829743.5,937514352.5,922958154.9,892072504.5,924224904.4,933174801.9,975885495.4,991184991.5
Los Alamos, NM,73433955.79,93254709.22,82832354.95,65209358.49,55184845.85,51134859.69,49234505.37,55057162.98,77368669.9
Los Angeles--Long Beach--Anaheim, CA,47126091172,46568816585,43420232857,41386733821,39976350969,42104051059,44500954814,48940937528,52835414728
Los Banos, CA,357772804.6,364533768.9,382548683.8,403082931.1,413902163.5,422214271.7,399271880.8,355428296.3,285968243.9
Los Lunas, NM,264723390.9,323245811.1,356568417.8,344291612.2,312900674.9,297658155.6,282558598.4,283844020,278823947.2
Los Molinos, CA,46675514.83,46849967.11,42692467.15,41969156.08,42080213.79,44841123.51,45402084.79,43846208.51,39413502.1
Louisa, KY,94340926.63,91062781.07,83937158.4,78525095.77,75700869.62,72155045.33,67539546.43,61424385.65,53561787.65
Louisburg, KS,40860891.66,41401138.68,40691775.9,41389417.43,42274255.17,41878475.32,40748161.12,39663362.69,35515535.23
Louisburg, NC,13135043.4,17726826.58,22365958.41,23087149.09,22795793.57,21618808.12,19636154.32,17428330.61,14318172.31
Louisiana, MO,17468294.69,18442951.89,18299771.28,17592651.43,17259589.74,16874410.13,16396253.81,15603449.37,14002952
Louisville, GA,67412248.62,70758420.6,56225337.74,39826044.27,33775160.14,31314920.92,29841281.54,28050306.51,25921153.76
Louisville, MS,44946793.77,47147165.58,49630229.98,49162456.39,47368979.1,43345105.54,41224286.69,40511456.1,39438146.52
Louisville/Jefferson County, KY,5194200764,5297483405,5186598757,4983404765,5003139081,5121263791,5377947570,5824585700,6559237468
Lovington, NM,113286077.5,127342947.3,133058309.2,135983115.8,136051014.9,138385965.7,137962079.5,140203553.7,135529762.2
Lowell, IN,48563122.22,47077157.62,47634425.8,47255987.35,47737913.06,47606454.5,46847415.42,45187876.52,42508745.94
Lowell, MI,47992438.66,47467090.97,45382505.55,44965242.71,44726072.91,43198466.44,41280189.49,39156533.32,36129724.34
Lowville, NY,111533886.9,115779231.1,89601391.26,68165899.95,64910781.47,63016971.93,59923945.55,55675204.24,46566786.35
Lubbock, TX,1072411371,1094136594,1069132561,1065682164,1070605778,1122705209,1171097207,1251276610,1306733890
Lucasville, OH,13282267,13618630.87,13883214.66,14677846.6,14947590.17,15392519.73,14753615.05,13686447.48,11508566.31
Lucedale, MS,52362940.71,55554011.98,52212389.02,49297662.83,48951944.56,48246560.47,47773329.95,46746784.1,43226877.64
Ludington, MI,40453341.61,43120252.07,44936970.62,47102708.43,48949697.03,48696480.51,47303353.66,45013420.85,41136651.78
Lufkin, TX,370564121.6,378079571.7,381199537.1,388199195.5,385918422.9,372329106.8,342594875.6,307451297.9,256962061.9
Lula, GA,44570269.16,43224173.18,39363275.75,34788287.84,32031918.27,29400755.49,27135257.17,24658283.48,22023550.04
Luling, TX,215819910.3,215911154.6,231738259.9,259663799.8,285642289.1,296734002.8,287034390.7,260838795.7,213436235.4
Lumberton, NC,239170345.7,243173090.9,240474054.3,233221890.4,237978098.5,251863496.1,269539793,287263777.2,294967043.9
Luray, VA,32981315.94,32488420.01,27418612,23302067.34,21830212.38,21308403.55,20590287.1,19382330.63,17228082.14
Luverne, MN,40195293.96,40975042.88,42337460.26,44633981.48,46232384.27,46248948.94,44952099.9,43054499.58,38263093.31
Lykens, PA,23758001.89,25371190.47,26034440.6,25377073.83,23598814.29,21444899.66,18604540.51,15797862.87,12687320.33
Lynchburg, VA,637111486.1,632405691.8,611087565.7,625467769.1,643200020.4,657732977.3,672919634.8,687022421.3,678551756.9
Lynden, WA,52919313.18,55825239.7,59272246.33,63827820.16,65925542.22,66631331.41,63971313.59,58652457.06,51052309.3
Lyndonville, VT,31122750.89,30998208.59,30470266.16,30038072,30229284.29,29906102.6,30946747.17,33635262.27,34638238.56
Lyons, KS,13755896.16,14328105.17,11921447.83,9947042.387,9061371.143,8424001.913,7738924.384,7095348.707,5924009.186
Lytle, TX,136678970.1,146331468.4,159388442.8,172671480.5,186979529.8,199614671.8,205233893.8,205102938.8,190339292.2
Mabton, WA,66631686.64,65934411.65,64600462.54,65283441.55,63734779.97,62002391.89,57952450.87,52297109.41,45348599.33
Macclenny, FL,57947310.5,58841456.51,60774787.55,63125327.23,64272941.9,64887952.99,62496642.39,57869525.44,50561167.89
Mackinaw, IL,9767347.712,9805733.757,9456473.219,9696898.682,10200502.52,10343608.83,10495936.1,10292605,9764273.143
Macomb, IL,9443484.018,15260374.53,25483561.43,32834494.34,37988497.9,37938418.38,34083637.15,27724895.73,20145955.05
Macon, GA,1180323426,1173182019,1149996517,1152060142,1195820880,1199414029,1215565826,1228784786,1253710717
Macon, MO,55977008.21,57999250.96,58750081.78,59993857.97,62550824.81,63154217.44,62799809.62,60339152.78,54073853.27
Macon, MS,42503610.86,42555063.83,37157412.97,32522585.18,30696169.35,29882314.13,30057091.13,31081381.16,32159273.15
Madera, CA,271254609.4,286423296.5,308898030.3,332937948.3,355550038.7,392364732.8,412813059.7,423278411.2,411811836.8
Madill, OK,17107198.02,17516447.16,13217539.71,7964323.548,5046706.488,4160165.969,3584255.362,3360499.917,3090668.723
Madison, FL,241623220.4,246946516.3,113383584.9,51078761.7,38274608.26,36308677.87,34065426.78,31173750.77,27117873.37
Madison, GA,153693130.7,161333108.9,134904150.4,107594546.9,101206170.2,97878456.6,94188481.52,85850247.32,74539489.96
Madison, IN,90450386.02,94742333.57,99293927.3,100048071,101754287.1,100167282.8,95651295.53,87922872.42,77283005.39
Madison, SD,16689987.12,16982729.91,16388029.58,16454238.56,15985681.97,15614670.38,14954914.52,14515176.96,13253659.84
Madison, WI,1897986413,1920396664,1859699253,1883398960,1894896171,1942644001,1994106846,2122942018,2202607748
Madison, WV,77033400.8,74921775.77,68659956.73,65206611.08,58636141.63,57917722.43,53418218.29,50366534.41,42458584.42
Madisonville, KY,180285817.1,175736265.8,171138294.8,178349441.8,194200851.1,202730366.6,210461095.9,213594133.1,217246900.4
Madisonville, TN,14809917.07,15839115.96,16328338.07,16329129.2,16338215.89,15521084.58,14394347.47,12953185.94,11058464.56
Madisonville, TX,190842913.2,213153691.5,232616285.8,251697644.7,271740980.5,283501452.1,273311196.2,246725771.2,200150827.5
Madras, OR,81676767.41,89653638.22,95074715.65,98888933.99,99578793.42,100609338.5,98199421.98,94566308.79,81124690.37
Magee, MS,44753059.97,44860978.3,38196478.92,31774504.57,28374606.12,26183591.45,24884769.05,24016436.49,22373358.06
Magnolia, AR,81869762.93,83629322.43,80303291.78,76660674.13,75663130.3,73550258.71,71754879.56,70017271.79,68503501.68
Magnolia, TX,16175831.94,15909586.34,15409872.33,12246165.04,10113594.05,9417869.524,8959646.471,8991520.628,8887333.542
Mahomet, IL,99642466.99,94355805.79,88222723.1,89161350.73,93564241.91,94952824.31,98284930.16,101836410.3,106191916.9
Maiden, NC,42849569.81,45768206.71,48782010.98,51460356.14,55260046.05,58243361.57,60900896.83,63523009.86,63868616.21
Malakoff, TX,33368960.47,34016660.99,34464876.86,35871358.89,37334880.17,38945379.25,38972090.83,37867924.24,34180967.37
Malden, MO,19803203.59,20343055.51,19887657,19125537.25,18715804.39,18021406.97,17140046.03,15844055.16,13730565.6
Malone, NY,34399504.68,32020858.65,29755305.25,28466075.09,27604157.77,25023177.55,21725788.2,18313954.89,14082888.94
Malvern, AR,130740430.4,137735629.3,141936801,147659030.8,159582040.7,167970029.2,177037319.1,187153463.9,198103593
Malvern, OH,29401990.81,30175745.89,22243656.21,15869096.36,13076610.08,12310043.18,11090601.37,9818897.314,7957357.923
Mammoth Lakes, CA,31455525.62,35184628.78,39721789.69,42023396.32,42100217.82,41530253.31,37596817.05,31891076.2,24067637.26
Mamou, LA,22072555.32,20754038.84,19180492.41,19736739.22,22124360.46,23801695.77,26202434.1,28197640.74,29546531.4
Manchester, GA,115872975.5,121175807.3,66144363.38,43439766.7,39704713.15,39970224.91,40877913.25,40436767.01,39298412.47
Manchester, IA,15640262.88,16276734.56,16171754.03,16360803.5,16703919.65,16556715.94,16195707.51,15680345.41,14827273.61
Manchester, KY,29580746.78,28707238.27,24432503.82,20965514.06,18882224.7,16978698.82,15209016.07,13344123.49,11449952.36
Manchester, MD,25655142.54,24658662.67,24037403.44,24785710.45,24304742.48,23994218.18,22144516.16,19294308.06,15851953.24
Manchester, NH,1240523121,1212187480,1148553583,1099311539,1085178088,1061451093,1109933272,1219156372,1238932184
Manchester, TN,223953261.6,221572812.6,215059151.4,220919673.2,235786454.9,245032356.2,257860073.3,272671350.8,286549741.8
Mandeville--Covington, LA,552300049.9,580297895.5,599508561.1,602884427.9,627421449.7,612611094.3,601328022.3,588872930.1,578383637.7
Mangum, OK,19692655.48,19452706.98,15593956.08,12749862.09,11883452.19,12339780.71,12818548.14,13846834.32,14562254.77
Manhattan, KS,214128107.1,219647759.5,219139922.9,223233868.5,229715341.4,230742305,229168810.5,230856361.7,217993838
Manila, AR,16395204.03,16570760.01,15815345.1,15340991.7,15548142.99,15716356.57,16050674.73,16503735.92,17181458.65
Manistee, MI,37255992.25,38779015.08,39248525.18,40281174.45,41266961.97,40833508.5,39732919.84,38207499.43,35576195.91
Manistique, MI,70266306.3,79136861.35,81866854.92,79327376.28,75717355.53,72229691.37,68395418.5,65247805.63,61174516.47
Manitowoc, WI,186891003.2,187771226.6,177486186.8,172099111.5,165140942.5,162413231.1,157949798.2,155748884.3,145745272.6
Mankato, MN,365504659.2,367741777.9,355029965.4,358077622.3,361292191,365438918.6,370022013.3,382249564.6,380128227.1
Mannford, OK,7688013.642,8116885.979,8519239.369,9137020.615,9288726.373,9355414.92,8882913.738,8238082.543,6804076.414
Manning, SC,62444199.39,64867917.59,66349890.47,69048118.21,75337795.63,74981197.47,75543338.33,72429637.81,66024265.96
Manor, TX,62222172.49,54790054.01,49230036.79,48525693.61,48534546.13,49310181.16,48689426.67,47496518.8,44022605.44
Mansfield, LA,31500324.78,36910132.68,40699247.33,39822687.69,38726711.52,34550270.99,30096985.58,25414793.13,20817330.75
Mansfield, OH,450397968.4,471710302.4,485906867,502836768.5,504159085.5,530242392.4,537499082.6,558217389.3,555977242
Mansfield, PA,79566457.8,85771645.68,71141026.47,53853486.14,47963301.26,45212611.41,40463924.82,34765072.48,27491871.28
Manteca, CA,329256593.5,333298895.7,332338185.6,332678580.3,333039926.8,354931508,373546476.2,402239497.6,419820796.2
Manteo, NC,81461738.41,73454410.21,59909890.84,49344784.31,43124701.35,40415400.23,38968089.35,38076036.94,36432822.35
Manti, UT,17999701.42,16862182.63,11407292.18,8909940.113,8387032.332,8251495.181,8147674.955,8205310.371,7996950.285
Many, LA,18759304.41,19641871.55,16244657.59,12254971.29,11324009.4,10518326.81,9775727.738,8722084.196,7365587.776
Maquoketa, IA,54359932.96,72975492.87,76191922.86,67862943.54,59826071.05,56282974.75,53055228.94,51242154.91,49618710.41
Marana West, AZ,171586644,170193629.8,162268715.2,148128614.7,134806704.6,127840604.1,123910439.3,126559260.6,132684570.2
Marathon, FL,22219797.85,22706708.67,23260765.22,24632942.81,25535700.11,25993708.67,25217597.12,23517886.13,20685318.29
Marble Falls, TX,47833517.14,53274866.58,58148729.54,67107068.63,74630343.01,73292423.19,63489068.63,52108011.05,41329054.32
Marengo, IL,25195313.43,26843371.8,25715593.12,24918779.29,25469848.56,25536864.45,25619107.37,24795363.87,23004711.79
Marianna, AR,26621120.8,27766783.29,26837181.75,25571460.34,24891645.98,23594234.87,22285914.59,21132430.82,20103165.84
Marianna, FL,25250914.28,26160856.13,27044332.25,27688592.75,27631321.16,27433637.8,26123910.5,24171497.42,21249884.12
Maricao, PR,0,0,0,0,0,0,0,0,0
Maricopa, AZ,142112362.5,152787648.9,159651870.3,165536534.3,169512241,169962481.1,165748345.6,157762956,143324197.2
Marietta, OH,212477870.6,216042805.6,216436562.1,221088856.8,215651568.2,219849036.6,211312729.1,204397935.6,183395178.3
Marinette--Menominee, WI,63245547.21,67540259.11,70282004.57,74287858.54,76430259.8,76328590.61,73329837.72,69010352.46,60300025.16
Marion, IN,279895223.3,279671876.5,286292814.2,284396719.2,285711623,281133830.6,272399648.7,259522954.7,240884323.2
Marion, KY,7298638.298,6595478.872,5145385.738,4160396.904,3757476.479,3521004.193,3393533.951,3278865.954,3238871.211
Marion, NC,106348558.8,110341150.6,109396397.7,108007557.5,109340121.9,108872869.3,105921648.3,99131063.5,86257110.14
Marion, OH,218467690,226826590.7,224342578.4,224223792.4,219936369.6,226082626.8,220977778.5,215870459.3,200648409.2
Marion, SC,120688712.3,128223105.8,134649806.5,140395114,157095043.1,159682295.8,163597748.9,158563208.1,145222416.9
Marion, VA,177127116.3,173474395.7,171638604,170232018.1,167629117.1,164174670,167143168.2,181576837.2,211806419.4
Marion Oaks, FL,123163057.1,125300270.5,131091319.2,136670151.8,139405040.9,141718426.7,138718058.1,133028381.9,122467827.2
Marks, MS,6361394.679,6290225.285,5140455.88,4159769.862,3576748.751,3110756.255,2740367.173,2400883.012,1991844.738
Marksville, LA,38643613.82,39409876.49,38326906.49,38326787.23,40037988.84,39299625.91,38468963.26,36390104.86,33050026.03
Marlin, TX,37556299.01,37506996.11,38462959.89,41015585.97,43530269.74,45563673.24,45191406.46,42799855.21,37588598.43
Marlow, OK,12162067.22,12828948.62,13334933.49,13875924.88,13860672.95,14219676.03,14014616.71,13691581.2,12089125
Marquette, MI,121852958.2,122109257.5,119769563.1,120708269.4,121614128.3,118095513.4,112825148.1,106405237.4,97135476.75
Marseilles, IL,50181701.16,56193550.03,62052197.06,67085774.03,71763262.31,71241515.24,68147600.66,61492973.22,52282531.25
Marshall, IL,63113723.57,66432468.76,54404813.09,41601960.31,38601457.19,36870081.42,34975279.38,31404746.08,26555912.49
Marshall, MI,120843686.3,126379743.7,129522813.4,133396442.1,137623940.7,138978626.2,140111874.4,143270079.4,146523047
Marshall, MN,40307722.23,42879238.22,44844301.04,47340037.76,48486532.34,47622071.58,45773491.5,44299075.47,41075609.22
Marshall, MO,47511557.08,47700598.52,46055947.72,45438207.39,46041220.68,45687169.95,44882092.67,42743530.78,38164901.29
Marshall, TX,214418125.9,213483424.4,220501980,229913411.8,235449959.8,233854706.3,218553899,194993538.9,159207002.2
Marshall, WI,54427661.68,54539430.18,51987318.92,51833128.13,51036348.61,50331709.8,48446850.9,46390856.38,41382371.69
Marshalltown, IA,87808545.7,87183700.55,85188227.48,85776781.5,88677134.07,90090770.99,90563202.46,89448187.06,85991139.62
Marshfield, MO,227776576.9,227236469.1,225021066.1,226015474.6,231789502.7,228044036.9,218608132.9,199181369.7,167009037.8
Marshfield, WI,180287230.6,179735327.5,165697856.8,159728877,152790698.3,150073643.8,145927237.1,143611794.6,133904731.3
Martin, TN,86875737.96,84379621.65,80697469.3,81291564.87,84342207.84,83511372.71,81823425.24,77932481.83,70968303.6
Martinsburg, PA,15664344.85,16132159.18,16073635.27,15590134.32,14879069.11,14389420.81,13467376.21,12399451.21,10896526.24
Martinsville, IN,107160396.6,113766429.3,116134159,112391374.2,111312052.4,111628855,112072705.9,113119678.4,113944700.1
Martinsville, VA,254463462.1,285529059.8,310282489.7,317818525.9,314275145.1,310329924.7,299343541,281663413.3,248302253.3
Marysville, KS,10249676.85,10689215.22,8980855.118,6467881.029,5293829.411,4769614.764,4350177.574,4040334.789,3469154.696
Marysville, OH,158141981.4,170215763.8,178444066.5,190608445.3,199338660.2,217851600,230391642.8,251262749.5,266618984.5
Marysville, WA,712635278.4,721450849.4,729611466.5,746954828.7,745522713.6,760357724,766898271.7,783291727.4,808950192.7
Maryville, MO,60446987.13,62846487.48,63097359,63080686.17,64441310.06,63838600.69,61912024.13,57455356.19,49267888.7
Mascoutah, IL,59190479.6,58260554.41,56560333.14,57149482.68,58325775.4,56014331.9,53243877.71,48928224.83,43755239.4
Mason City, IA,105657406.8,106364034.1,103233464.9,100019110.4,98871460.83,97388639.75,95596787.84,93591012.21,90292729.42
Masontown, PA,18075703.04,18964414.31,19464369.76,19517807.58,18972106.99,18310277.87,17058479.36,15597140.04,13471795.92
Massena, NY,85862413.41,91769060.33,94791870.48,100434615.1,105479261,104689488.6,100183143.7,92834023.33,76934834.32
Mathis, TX,138293842,147006881,162773774.1,177991621.8,188274647.8,189581325.1,178250402.4,161327097.7,137502857.3
Mattawa, WA,5535855.163,5796521.392,5939879.083,6089243.593,5987135.821,5852366.935,5466285.362,4917149.77,4227586.777
Mattoon, IL,145214853.3,156230015.7,157100747.9,160216581.7,168765819.1,169837100.4,168958978.8,162498828.6,150707974.9
Mauldin--Simpsonville, SC,1013144994,1000250247,978227911.5,946496138.5,978750014.3,979669747.7,1055601547,1187106571,1383255561
Mauston, WI,107160410.7,103418615.9,91471315.89,85884586.52,81466342.63,78363427.45,73155484.52,68262586.45,60217756.55
Mayagüez, PR,0,0,0,0,0,0,0,0,0
Maybrook, NY,52847691.39,49368582.91,46191697.23,44232940.22,42899710.1,40978357.46,38993773.96,37416655.99,33507120.96
Mayfield, KY,108206799.1,108476733.1,104955417.7,102165118.8,102793562.9,102357380.8,102184539.8,101237993.4,100536853.9
Mayodan, NC,14106114.38,14917796.79,15342303.54,15391945.87,15870188.78,16369892.13,16618326.08,16279917.6,14892681.1
Maysville, KY,113977470.1,114319537.6,109376845.7,105063354.4,103717364.6,101347857.1,97720841.16,91982109.5,84277732.5
Mayville, WI,65686864.62,68945925.38,68431484.04,68405018.19,67054710.7,66802429.04,65282197.5,64154998.13,59342960.79
Mazomanie, WI,24069811.99,23921832.37,22569634.75,22397608.19,22044415.29,21813847.22,21151584.74,20475987,18538899.66
McAlester, OK,147704352.9,155038976.2,160888160.7,168322599.1,170098624.5,178478896.4,182512940.3,189400311.5,183509382.1
McAllen, TX,2413386781,2555635545,2639975170,2758995504,2865342760,3024809881,3117738713,3231267107,3208671915
McComb, MS,140351995.7,141041721.5,135634646.9,132445084.3,134535647.3,135680313.5,140763087.1,150298646.7,159494940.4
McConnelsville, OH,13463838.73,12996561.22,12346327.6,12174971.4,11766648,11777222,11131110.67,10331084.43,8856718.241
McCook, NE,18432521.82,18957383.41,18981286.03,19188246.09,19507980.67,19493006.61,19196605.25,19000499.87,17400969.44
McFarland, CA,71696748.17,72689045.46,78369375.98,82873475.12,85548559.55,89221241.94,88187513.36,84643129.85,75433457.68
McGehee, AR,56915897.73,58133309.91,57006805.35,55657654.44,55483881.1,53526894.5,51364683.64,49088980,46868904.26
McGregor, TX,36926497.94,37134826.32,37569689.06,38483619.05,38987495.66,39209236.5,37669018.48,35194048.63,30642338.37
McKenzie, TN,36518356.46,36503912.47,34239400.26,33502471.32,34292940.58,33680268.23,32503858.89,30225958.62,26717639
McKinney, TX,1041067003,1085237706,1090652638,1119381016,1166592846,1263771255,1357773535,1475907710,1551118524
McLeansboro, IL,3274058.419,3909857.022,4792306.454,5560139.59,6544844.841,6652321.871,6109623.649,5080295.617,3747971.469
McMinnville, OR,120453888.2,122726972.8,123283857.2,129091006.8,134475599.7,141579323.2,147160841.2,154063901.8,146530254.7
McMinnville, TN,107840931.2,104356805,98935986.99,99679582.64,104459429.2,106153953.2,108388218.9,109438183.3,107608021.3
McPherson, KS,53215444.79,54032608.87,53349398.25,55795055.67,58769983.16,59392409.37,58990926.02,58727958.94,54365471.99
McRae, GA,23545068.64,25240522.27,21811778,15601167.01,11789896.15,9906018.826,8694949.452,7873287.646,7288464.394
Meadville, PA,176697014.6,180541127.1,181699811,187907475.2,192605901.3,197836233.4,196519035.3,189517326.3,172376641.3
Mecca, CA,113056444.4,121259544.4,101554442.6,87718906.4,78211827.84,80657481.94,83033083.19,86932138.86,88165596.1
Medford, OR,526094599.7,543597060.5,536919928,516789987.4,498219117,511446986.2,540003661.5,611293463.2,673363819.5
Medford, WI,24342974.73,24339359.45,22646396.43,21973770.1,20962965.54,19522768.23,17215977.58,14716720.61,11392985.82
Medical Lake, WA,141862856.5,134047216.4,131262086.8,136816778.3,139283683.7,139580228,133923640.3,122980221.7,107776866.5
Medina, NY,48187743.84,45277896.65,42554442.57,41457553.62,40093203.58,36904818.78,33266180.77,29777536.56,24541921.26
